LICENCE_NO,AREA_CODE,AREA_NAME,AREA_DESCRIPTION
10143466,AP_10143466_4118,Sydney,"NV4L8, NV4L9, NV4M2, NV4M3, NV4M5, NV4M6, NV4M8, NV4M9, NV5I4, NV5I5, NV5I6, NV5I7, NV5I8, NV5I9, NV5J4, NV5J5, NV5J6, NV5J7, NV5J8, NV5J9, NV5K4, NV5K5, NV5K6, NV5K7, NV5K8, NV5K9, NV5L4, NV5L5, NV5L6, NV5L7, NV5L8, NV5L9, NV7A2, NV7A3, NV7A4, NV7A5, NV7A6, NV7A7, NV7A8, NV7A9, NW1, MV9I, MV9J, MV9K, MV9L, MV9M, MV9N, MV9O, MV9P, MW3C, MW3D, MW3G, MW3H, MW3K, MW3L, MW3O, MW3P, NV4N, NV4O, NV4P, NV5M, NV5N, NV5O, NV5P, NV7B, NV7C, NV7D, NV7E, NV7F, NV7G, NV7H, NV7I, NV7J, NV7K, NV7L, NV7M, NV7N, NV7O, NV7P, MV9D6, MV9D9, MV9E4, MV9E5, MV9E6, MV9E7, MV9E8, MV9E9, MV9F4, MV9F5, MV9F6, MV9F7, MV9F8, MV9F9, MV9G4, MV9G5, MV9G6, MV9G7, MV9G8, MV9G9, MV9H3, MV9H4, MV9H5, MV9H6, MV9H7, MV9H8, MV9H9, MW3B2, MW3B3, MW3B5, MW3B6, MW3B8, MW3B9, MW3F2, MW3F3, MW3F5, MW3F6, MW3F8, MW3F9, MW3J2, MW3J3, NV4I5, NV4I6, NV4I8, NV4I9, NV4J4, NV4J5, NV4J6, NV4J7, NV4J8, NV4J9, NV4K4, NV4K5, NV4K6, NV4K7, NV4K8, NV4K9, NV4L4, NV4L5, NV4L6, NV4L7"
10143466,AP_10143466_4119,Regional South East Australia,"NV5K3, NV5L1, NV5L2, NV5L3, NV7A1, LZ2J, LZ2K, LZ2M, LZ2N, LZ2O, LZ2P, LZ3M, LZ3N, LZ3O, LZ3P, MV9A, MV9B, MV9C, MW1A, MW1B, MW1C, MW1D, MW1E, MW1F, MW1G, MW1H, MW1I, MW1J, MW1K, MW1L, MW1M, MW1N, MW1O, MW2A, MW2B, MW2C, MW2D, MW2E, MW2F, MW2G, MW2H, MW2I, MW2J, MW2K, MW2L, MW2O, MW2P, MW3A, MW3E, MW3I, MW3M, MW3N, MW4A, MW4B, MW4C, MW4E, NU2G, NU2I, NU2J, NU2K, NU2L, NU2M, NU2N, NU2O, NU2P, NU3M, NU3N, NU3O, NU3P, NV4A, NV4B, NV4C, NV4D, NV4E, NV4F, NV4G, NV4H, NV5A, NV5B, NV5C, NV5D, NV5E, NV5F, NV5G, NV5H, IW3E1, IW3E2, IW3E3, IW3E4, IW3E7, IW3F1, IW3F2, IW3F3, IW3G1, IW3G2, IW3G3, IW3H1, IW3H2, IW3H3, IW3I1, IW3I4, IW3I7, IW3M1, IW3M4, IW3M7, IW6A1, IW6A4, IW6A7, IW6E1, IW6E4, IW6E7, JW1E1, JW1E2, JW1E3, JW1E5, JW1E6, JW1E8, JW1E9, JW1I2, JW1I3, JW1I5, JW1I6, JW1I8, JW1I9, JW1M2, JW1M3, JW1M5, JW1M6, JW1M7, JW1M8, JW1M9, KX3F1, KX3F2, KX3F3, KX3F4, KX3F5, KX3F6, KX3G1, KX3G2, KX3G3, KX3G4, KX3G5, KX3G6, KX3H1, KX3H2, KX3H3, KX3M1, KX3M2, KX3M3, KX3M4, KX3M5, KX3M7, KX6A1, KX6A4, KX6A7, KX6E1, KX6E4, KX6E7, KX6I1, KX6I4, KX6I7, LX1E1, LX1E2, LX1E3, LX1E5, LX1E6, LX1J2, LX1J3, LX1K1, LX1K2, LX1K3, LX1K5, LX1K6, LX1K8, LX1K9, LX4F3, LX4F6, LX4F9, LX4J3, LX4J6, LX4J9, LY8H1, LY8H2, LY8H3, LY9E1, LY9E2, LY9E3, LY9F1, LY9F2, LY9F3, LY9G1, LY9G2, LY9G3, LY9H1, LY9H2, LY9H3, LZ2L4, LZ2L5, LZ2L6, LZ2L7, LZ2L8, LZ2L9, LZ3I4, LZ3I5, LZ3I6, LZ3I7, LZ3I8, LZ3I9, LZ3J4, LZ3J5, LZ3J6, LZ3J7, LZ3J8, LZ3J9, LZ3K4, LZ3K5, LZ3K6, LZ3K7, LZ3K8, LZ3K9, LZ3L4, LZ3L5, LZ3L6, LZ3L7, LZ3L8, LZ3L9, MV9D1, MV9D2, MV9D3, MV9D4, MV9D5, MV9D7, MV9D8, MV9E1, MV9E2, MV9E3, MV9F1, MV9F2, MV9F3, MV9G1, MV9G2, MV9G3, MV9H1, MV9H2, MW1P1, MW1P2, MW1P3, MW2M1, MW2M2, MW2M3, MW2N1, MW2N2, MW2N3, MW3B1, MW3B4, MW3B7, MW3F1, MW3F4, MW3F7, MW3J1, MW3J4, MW3J5, MW3J6, MW3J7, MW3J8, MW3J9, MW4P4, MW4P5, MW4P6, MW4P7, MW4P8, MW4P9, MW5M4, MW5M5, MW5M6, MW5M7, MW5M8, MW5M9, MW5N4, MW5N5, MW5N6, MW5N7, MW5N8, MW5N9, NT5C1, NT5C2, NT5C3, NT5D1, NT5D2, NT5D3, NT6A1, NT6A2, NT6A3, NT6B1, NT6B2, NT6B3, NT6C1, NT6C2, NT6C3, NT6D1, NT6D2, NT6D3, NU2C4, NU2C5, NU2C6, NU2C7, NU2C8, NU2C9, NU2D4, NU2D7, NU2H1, NU2H4, NU2H5, NU2H6, NU2H7, NU2H8, NU2H9, NU3E4, NU3E7, NU3I1, NU3I4, NU3I5, NU3I6, NU3I7, NU3I8, NU3I9, NU3J4, NU3J5, NU3J6, NU3J7, NU3J8, NU3J9, NU3K4, NU3K5, NU3K6, NU3K7, NU3K8, NU3K9, NU3L4, NU3L5, NU3L6, NU3L7, NU3L8, NU3L9, NV4I1, NV4I2, NV4I3, NV4I4, NV4I7, NV4J1, NV4J2, NV4J3, NV4K1, NV4K2, NV4K3, NV4L1, NV4L2, NV4L3, NV4M1, NV4M4, NV4M7, NV5I1, NV5I2, NV5I3, NV5J1, NV5J2, NV5J3, NV5K1, NV5K2, MS9, MT3, MT6, MT9, MU3, MU5, MU6, MU8, MU9, MV1, MV2, MV3, MV4, MV5, MV6, MV7, MV8, MW6, MW7, MW8, MW9, MX1, MX2, MX3, MX4, MX7, MY1, MY4, MY7, MZ1, NS4, NS7, NS8, NS9, NT1, NT2, NT3, NT4, NT7, NU1, NU4, NU5, NU6, NU7, NU8, NU9, NV1, NV2, NV3, IW3A, IW3B, IW3C, IW3D, IW6I, IW6J, IW6K, IW6L, IW6M, IW6N, IW6O, IW6P, JW1A, JW1B, JW1C, JW1D, JW1F, JW1G, JW1H, JW1J, JW1K, JW1L, JW1N, JW1O, JW1P, KX3A, KX3B, KX3C, KX3D, KX3E, KX3I, KX6M, KX6N, KX6O, KX6P, LX1A, LX1B, LX1C, LX1D, LX1F, LX1G, LX1H, LX1L, LX1P, LX4D, LX4G, LX4H, LX4K, LX4L, LX4M, LX4N, LX4O, LX4P, LY8A, LY8B, LY8C, LY8D, LY8E, LY8F, LY8G, LY8I, LY8J, LY8K, LY8M, LY8N, LY8O, LY9A, LY9B, LY9C, LY9D, LZ2A, LZ2B, LZ2C, KW, LW, GV1, GV2, GV3, GV6, HV1, HV2, HV4, MW4F, MW4G, MW4I, MW4J, MW4K, MW4M, MW4N, MW4O, MW5C, HV5, HV6, HV8, HV9, HW3, IV4, IV5, IV6, IV7, IV8, IV9, IW1, IW2, IW4, IW5, IW7, IW8, IW9, JV4, JV5, JV7, JV8, JV9, JW2, JW3, JW4, JW5, MW5D, MW5G, MW5H, MW5K, MW5L, MW5O, MW5P, NT5A, NT5B, NT5E, NT5F, NT5I, NT5J, NT5M, NT5N, NT8A, NT8B, NT8E, NT8F, NT8I, NT8J, NT8M, NT8N, NU2A, NU2B, NU2E, NU2F, JW6, JW7, JW8, JW9, JX1, JX2, JX3, JX5, JX6, KV7, KX1, KX2, KX4, KX5, KX8, KX9, KY2, KY3, KY6, LQ1, LQ2, LQ4, LQ5, LQ7, LQ8, LR2, LR3, LR5, LR6, LV9, LX2, LX3, LX5, LX6, LX7, LX8, LX9, LY1, LY2, LY3, LY4, LY5, LY6, LY7, LZ1, MR1, MR4, MR5, MR7, MR8, MR9, MS1, MS2, MS3, MS4, MS5, MS6, MS8, LZ2E, LZ2F, LZ2G, LZ2I"
10143466,AP_10143466_4117,Canberra,"MW4D, MW4H, MW4L, MW5A, MW5B, MW5E, MW5F, MW5I, MW5J, MW1P4, MW1P5, MW1P6, MW1P7, MW1P8, MW1P9, MW2M4, MW2M5, MW2M6, MW2M7, MW2M8, MW2M9, MW2N4, MW2N5, MW2N6, MW2N7, MW2N8, MW2N9, MW4P1, MW4P2, MW4P3, MW5M1, MW5M2, MW5M3, MW5N1, MW5N2, MW5N3"
10143562,AP_10143562_4163,Perth,"BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV1E7, BV1E8, BV1E9"
10143562,AP_10143562_4169,Regional South East Australia,"NT5C2, NT5C3, NT5D1, NT5D2, NT5D3, NT6A1, NT6A2, NT6A3, NT6B1, NT6B2, NT6B3, NT6C1, NT6C2, NT6C3, NT6D1, NT6D2, NT6D3, NU2C4, NU2C5, NU2C6, NU2C7, NU2C8, NU2C9, NU2D4, NU2D7, NU2H1, NU2H4, NU2H5, NU2H6, NU2H7, NU2H8, NU2H9, NU3E4, NU3E7, NU3I1, NU3I4, NU3I5, NU3I6, NU3I7, NU3I8, NU3I9, NU3J4, NU3J5, NU3J6, NU3J7, NU3J8, NU3J9, NU3K4, NU3K5, NU3K6, NU3K7, NU3K8, NU3K9, NU3L4, NU3L5, NU3L6, NU3L7, NU3L8, NU3L9, NV4I1, NV4I2, NV4I3, NV4I4, NV4I7, NV4J1, NV4J2, NV4J3, NV4K1, NV4K2, NV4K3, NV4L1, NV4L2, NV4L3, NV4M1, NV4M4, NV4M7, NV5I1, NV5I2, NV5I3, NV5J1, NV5J2, NV5J3, NV5K1, NV5K2, NV5K3, NV5L1, NV5L2, NV5L3, NV7A1, KW, LW, GV1, GV2, GV3, GV6, HV1, HV2, HV4, HV5, HV6, JW1F, JW1G, JW1H, JW1J, JW1K, JW1L, JW1N, JW1O, JW1P, KX3A, KX3B, KX3C, KX3D, KX3E, KX3I, KX6M, KX6N, KX6O, KX6P, LX1A, LX1B, LX1C, LX1D, LX1F, LX1G, LX1H, LX1L, LX1P, LX4D, LX4G, LX4H, LX4K, LX4L, LX4M, LX4N, LX4O, LX4P, LY8A, LY8B, LY8C, LY8D, LY8E, LY8F, LY8G, LY8I, LY8J, LY8K, LY8M, LY8N, LY8O, LY9A, LY9B, LY9C, LY9D, LZ2A, LZ2B, LZ2C, LZ2E, LZ2F, LZ2G, LZ2I, LZ2J, LZ2K, LZ2M, LZ2N, LZ2O, LZ2P, LZ3M, LZ3N, LZ3O, LZ3P, MV9A, MV9B, MV9C, MW1A, MW1B, MW1C, MW1D, MW1E, MW1F, MW1G, MW1H, MW1I, MW1J, MW1K, MW1L, MW1M, MW1N, MW1O, MW2A, MW2B, MW2C, MW2D, MW2E, MW2F, MW2G, MW2H, MW2I, MW2J, MW2K, MW2L, MW2O, MW2P, MW3A, MW3E, MW3I, MW3M, MW3N, MW4A, MW4B, MW4C, MW4E, MW4F, MW4G, MW4J, MW4K, MW4M, MW4N, MW4O, MW5C, MW5D, HV8, HV9, HW3, IV4, IV5, IV6, IV7, IV8, IV9, IW1, IW2, IW4, IW5, IW7, IW8, IW9, JV4, JV5, JV7, JV8, JV9, JW2, JW3, JW4, JW5, JW6, JW7, JW8, JW9, JX1, JX2, JX3, JX5, NU2N, NU2O, NU2P, NU3M, NU3N, NU3O, NU3P, NV4A, NV4B, JX6, KV7, KX1, KX2, KX4, KX5, KX8, KX9, KY2, KY3, KY6, LQ1, LQ2, LQ4, LQ5, LQ7, LQ8, LR2, LR3, LR5, LR6, LV9, LX2, LX3, LX5, LX6, LX7, LX8, LX9, LY1, LY2, LY3, LY4, LY5, LY6, LY7, NV4C, NV4D, NV4E, NV4F, NV4G, NV4H, NV5A, NV5B, NV5C, NV5D, NV5E, NV5F, NV5G, NV5H, IW3E1, IW3E2, IW3E3, IW3E4, IW3E7, IW3F1, IW3F2, IW3F3, IW3G1, IW3G2, IW3G3, IW3H1, IW3H2, LZ1, MR1, MR4, MR5, MR7, MR8, MR9, MS1, MS2, MS3, MS4, MS5, MS6, MS8, MS9, MT3, MT6, MT9, MU3, MU5, MU6, MU8, MU9, MV1, MV2, MV3, MV4, MV5, MV6, MV7, MV8, MW6, MW7, MW8, MW9, MX1, MX2, MX3, MX4, MX7, MY1, MY4, MY7, MZ1, NS4, NS7, NS8, NS9, NT1, NT2, NT3, NT4, NT7, NU1, NU4, NU5, NU6, NU7, NU8, NU9, NV1, NV2, NV3, IW3A, IW3B, IW3C, IW3D, IW6I, IW6J, IW6K, IW6L, IW6M, IW6N, IW6O, IW6P, JW1A, JW1B, JW1C, JW1D, MW5G, MW5H, MW5K, MW5L, MW5O, MW5P, NT5A, NT5B, NT5E, NT5F, NT5I, NT5J, NT5M, NT5N, NT8A, NT8B, NT8E, NT8F, NT8I, NT8J, NT8M, NT8N, NU2A, NU2B, NU2E, NU2F, NU2G, NU2I, NU2J, NU2K, NU2L, NU2M, IW3H3, IW3I1, IW3I4, IW3I7, IW3M1, IW3M4, IW3M7, IW6A1, IW6A4, IW6A7, IW6E1, IW6E4, IW6E7, JW1E1, JW1E2, JW1E3, JW1E5, JW1E6, JW1E8, JW1E9, JW1I2, JW1I3, JW1I5, JW1I6, JW1I8, JW1I9, JW1M2, JW1M3, JW1M5, JW1M6, JW1M7, JW1M8, JW1M9, KX3F1, KX3F2, KX3F3, KX3F4, KX3F5, KX3F6, KX3G1, KX3G2, KX3G3, KX3G4, KX3G5, KX3G6, KX3H1, KX3H2, KX3H3, KX3M1, KX3M2, KX3M3, KX3M4, KX3M5, KX3M7, KX6A1, KX6A4, KX6A7, KX6E1, KX6E4, KX6E7, KX6I1, KX6I4, KX6I7, LX1E1, LX1E2, LX1E3, LX1E5, LX1E6, LX1J2, LX1J3, LX1K1, LX1K2, LX1K3, LX1K5, LX1K6, LX1K8, LX1K9, LX4F3, LX4F6, LX4F9, LX4J3, LX4J6, LX4J9, LY8H1, LY8H2, LY8H3, LY9E1, LY9E2, LY9E3, LY9F1, LY9F2, LY9F3, LY9G1, LY9G2, LY9G3, LY9H1, LY9H2, LY9H3, LZ2L4, LZ2L5, LZ2L6, LZ2L7, LZ2L8, LZ2L9, LZ3I4, LZ3I5, LZ3I6, LZ3I7, LZ3I8, LZ3I9, LZ3J4, LZ3J5, LZ3J6, LZ3J7, LZ3J8, LZ3J9, LZ3K4, LZ3K5, LZ3K6, LZ3K7, LZ3K8, LZ3K9, LZ3L4, LZ3L5, LZ3L6, LZ3L7, LZ3L8, LZ3L9, MV9D1, MV9D2, MV9D3, MV9D4, MV9D5, MV9D7, MV9D8, MV9E1, MV9E2, MV9E3, MV9F1, MV9F2, MV9F3, MV9G1, MV9G2, MV9G3, MV9H1, MV9H2, MW1P1, MW1P2, MW1P3, MW2M1, MW2M2, MW2M3, MW2N1, MW2N2, MW2N3, MW3B1, MW3B4, MW3B7, MW3F1, MW3F4, MW3F7, MW3J1, MW3J4, MW3J5, MW3J6, MW3J7, MW3J8, MW3J9, MW4P4, MW4P5, MW4I, MW4P6, MW4P7, MW4P8, MW4P9, MW5M4, MW5M5, MW5M6, MW5M7, MW5M8, MW5M9, MW5N4, MW5N5, MW5N6, MW5N7, MW5N8, MW5N9, NT5C1"
10143562,AP_10143562_4167,Sydney,"NW1, MV9I, MV9J, MV9K, MV9L, MV9M, MV9N, MV9O, MV9P, MW3C, MW3D, MW3G, MW3H, MW3K, MW3L, MW3O, MW3P, NV4N, NV4O, NV4P, NV5M, NV5N, NV5O, NV5P, NV7B, NV7C, NV7D, NV7E, NV7F, NV7G, NV7H, NV7I, NV7J, NV7K, NV7L, NV7M, NV7N, NV7O, NV7P, MV9D6, MV9D9, MV9E4, MV9E5, MV9E6, MV9E7, MV9E8, MV9E9, MV9F4, MV9F5, MV9F6, MV9F7, MV9F8, MV9F9, MV9G4, MV9G5, MV9G6, MV9G7, MV9G8, MV9G9, MV9H3, MV9H4, MV9H5, MV9H6, MV9H7, MV9H8, MV9H9, MW3B2, MW3B3, MW3B5, MW3B6, MW3B8, MW3B9, MW3F2, MW3F3, MW3F5, MW3F6, MW3F8, MW3F9, MW3J2, MW3J3, NV4I5, NV4I6, NV4I8, NV4I9, NV4J4, NV4J5, NV4J6, NV4J7, NV4J8, NV4J9, NV4K4, NV4K5, NV4K6, NV4K7, NV4K8, NV4K9, NV4L4, NV4L5, NV4L6, NV4L7, NV4L8, NV4L9, NV4M2, NV4M3, NV4M5, NV4M6, NV4M8, NV4M9, NV5I4, NV5I5, NV5I6, NV5I7, NV5I8, NV5I9, NV5J4, NV5J5, NV5J6, NV5J7, NV5J8, NV5J9, NV5K4, NV5K5, NV5K6, NV5K7, NV5K8, NV5K9, NV5L4, NV5L5, NV5L6, NV5L7, NV5L8, NV5L9, NV7A2, NV7A3, NV7A4, NV7A5, NV7A6, NV7A7, NV7A8, NV7A9"
10143562,AP_10143562_4165,Melbourne,"KX3H8, KX3H9, KX3M6, KX3M8, KX3M9, KX6A2, KX6A3, KX6A5, KX6A6, KX6A8, KX6A9, KX6E2, KX6E3, KX6E5, KX6E6, KX6E8, KX6E9, KX6I2, KX6I3, KX6I5, KX6I6, KX6I8, KX6I9, LX1E4, LX1E7, LX1E8, LX1E9, LX1J1, LX1J4, LX1J5, LX1J6, LX1J7, LX1J8, LX1J9, LX1K4, LX1K7, LX4F1, LX4F2, LX4F4, LX4F5, LX4F7, LX4F8, LX4J1, LX4J2, LX4J4, LX4J5, LX4J7, LX4J8, KX3J, KX3K, KX3L, KX3N, KX3O, KX3P, KX6B, KX6C, KX6D, KX6F, KX6G, KX6H, KX6J, KX6K, KX6L, LX1I, LX1M, LX1N, LX1O, LX4A, LX4B, LX4C, LX4E, LX4I, KX3F7, KX3F8, KX3F9, KX3G7, KX3G8, KX3G9, KX3H4, KX3H5, KX3H6, KX3H7"
10143562,AP_10143562_4162,Hobart,"LY8L, LY8P, LY9I, LY9J, LY9K, LY9L, LY9M, LY9N, LY9O, LY9P, LZ2D, LZ2H, LZ3A, LZ3B, LZ3C, LZ3D, LZ3E, LZ3F, LZ3G, LZ3H, LY8H4, LY8H5, LY8H6, LY8H7, LY8H8, LY8H9, LY9E4, LY9E5, LY9E6, LY9E7, LY9E8, LY9E9, LY9F4, LY9F5, LY9F6, LY9F7, LY9F8, LY9F9, LY9G4, LY9G5, LY9G6, LY9G7, LY9G8, LY9G9, LY9H4, LY9H5, LY9H6, LY9H7, LY9H8, LY9H9, LZ2L1, LZ2L2, LZ2L3, LZ3I1, LZ3I2, LZ3I3, LZ3J1, LZ3J2, LZ3J3, LZ3K1, LZ3K2, LZ3K3, LZ3L1, LZ3L2, LZ3L3"
10143562,AP_10143562_4166,Brisbane,"NT9, NT5G, NT5H, NT5K, NT5L, NT5O, NT5P, NT6E, NT6F, NT6G, NT6H, NT6I, NT6J, NT6K, NT6L, NT6M, NT6N, NT6O, NT6P, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NU3A, NU3B, NU3C, NU3D, NU3F, NU3G, NU3H, NT5C4, NT5C5, NT5C6, NT5C7, NT5C8, NT5C9, NT5D4, NT5D5, NT5D6, NT5D7, NT5D8, NT5D9, NT6A4, NT6A5, NT6A6, NT6A7, NT6A8, NT6A9, NT6B4, NT6B5, NT6B6, NT6B7, NT6B8, NT6B9, NT6C4, NT6C5, NT6C6, NT6C7, NT6C8, NT6C9, NT6D4, NT6D5, NT6D6, NT6D7, NT6D8, NT6D9, NU2C1, NU2C2, NU2C3, NU2D1, NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3"
10143562,AP_10143562_4164,Canberra,"MW4D, MW4H, MW4L, MW5A, MW5B, MW5E, MW5F, MW5I, MW5J, MW1P4, MW1P5, MW1P6, MW1P7, MW1P8, MW1P9, MW2M4, MW2M5, MW2M6, MW2M7, MW2M8, MW2M9, MW2N4, MW2N5, MW2N6, MW2N7, MW2N8, MW2N9, MW4P1, MW4P2, MW4P3, MW5M1, MW5M2, MW5M3, MW5N1, MW5N2, MW5N3"
10143562,AP_10143562_4174,Regional Western Australia,"BV1E3, BV1E4, BV1E5, BV1E6, BV1F1, BV1F2, BV1F3, BV1F4, BV1F5, BV1F6, BV1G1, BV1G2, BV1G3, BV1G4, BV1G5, BV1G6, BV1H1, BV1H2, BV1H3, BV1H4, BV1H5, BV1H6, BV2E1, BV2E2, BV2E3, BV2E4, BV2E5, BV2E6, BV2F1, BV2F2, BV2F3, BV2F4, BV2F5, BV2F6, BV4M4, BV4M5, BV4M6, BV4M7, BV4M8, BV4M9, BV4N4, BV4N5, BV4N6, BV4N7, BV4N8, BV4N9, BV4O4, BV4O5, BV4O6, BV4O7, BV4O8, BV4O9, BV4P4, BV4P5, BV4P6, BV4P7, BV4P8, BV4P9, BV5M4, BV5M5, BV5M6, BV5M7, BV5M8, BV5M9, BV5N4, BV5N5, BV5N6, BV5N7, BV5N8, BV5N9, AU2, AU3, AU6, AU9, AV9, AW3, BU1, BU2, BU4, BU5, BU7, BU8, BU9, BV3, BV6, BV7, BV8, BV9, BW1, BW2, BW3, BW5, BW6, CV4, CV7, CW1, CW4, BV1A, BV1B, BV1C, BV1D, BV2A, BV2B, BV2C, BV2D, BV2G, BV2H, BV2K, BV2L, BV2O, BV2P, BV5C, BV5D, BV5G, BV5H, BV5K, BV5L, BV5O, BV5P, BV1E1, BV1E2"
10143562,AP_10143562_4161,Darwin,"GO7C, GO7D, GO7G, GO7H, GO7K, GO7L, GO8A, GO8E, GO8I"
10143562,AP_10143562_4168,Adelaide,"IW3J, IW3K, IW3L, IW3N, IW3O, IW3P, IW6B, IW6C, IW6D, IW6F, IW6G, IW6H, IW3E5, IW3E6, IW3E8, IW3E9, IW3F4, IW3F5, IW3F6, IW3F7, IW3F8, IW3F9, IW3G4, IW3G5, IW3G6, IW3G7, IW3G8, IW3G9, IW3H4, IW3H5, IW3H6, IW3H7, IW3H8, IW3H9, IW3I2, IW3I3, IW3I5, IW3I6, IW3I8, IW3I9, IW3M2, IW3M3, IW3M5, IW3M6, IW3M8, IW3M9, IW6A2, IW6A3, IW6A5, IW6A6, IW6A8, IW6A9, IW6E2, IW6E3, IW6E5, IW6E6, IW6E8, IW6E9, JW1E4, JW1E7, JW1I1, JW1I4, JW1I7, JW1M1, JW1M4"
10231258,AP_10231258_4260,Northern New South Wales (Grafton) + Western New South Wales (Dubbo),"NV3, NV4A, NV4B, NV4C, NV4D, NV4E, NV4F, NV4G, NV4H, NV4I1, NV4I2, NV4I3, NV4I4, NV4I7, NV4J1, NV4J2, NV4J3, NV4K1, NV4K2, NV4K3, NV4L1, NV4L2, NV4L3, NV4M1, NV4M4, NV4M7, NV5A, NV5B, NV5C, NV5D, NV5E, NV5F, NV5G, NV5H, NV5I1, NV5I2, NV5I3, NV5J1, NV5J2, NV5J3, NV5K1, NV5K2, NV5K3, NV5L1, NV5L2, NV5L3, NV7A1, NU2E6, NU2E8, NU2E9, NU2F4, NU2F5, NU2F6, NU2F7, NU2F8, NU2F9, NU2G4, NU2G5, NU2G6, NU2G7, NU2G8, NU2G9, NU2H4, NU2H5, NU2H6, NU2H7, NU2H8, NU2H9, NU2I2, NU2I3, NU2I5, NU2I6, NU2I8, NU2I9, NU2J, NU2K, NU2L, NU2M2, NU2M3, NU2M5, NU2M6, NU2M8, NU2M9, NU2N, NU2O, NU2P, NU3E4, NU3E7, NU3I1, NU3I4, NU3I5, NU3I6, NU3I7, NU3I8, NU3I9, NU3J4, NU3J5, NU3J6, NU3J7, NU3J8, NU3J9, NU3K4, NU3K5, NU3K6, NU3K7, NU3K8, NU3K9, NU3L4, NU3L5, NU7K8, NU7K9, NU7L, NU7O2, NU7O3, NU7O5, NU7O6, NU7O8, NU7O9, NU7P, NU8, NU9, MW1A, MW1B, MW1C, MW1D, MW1E, MW1F, MW1G, MW1H, MW1I3, MW1J1, MW1J2, MW1J3, MW1J5, MW1J6, MW1K1, MW1K2, MW1K3, MW1K4, MW1K5, MW1K6, MW1L1, MW1L2, MW1L3, MW1L4, MW1L5, MW1L6, MW2A, MW2B, MW2C, MW2D, MW2E, MW2F, MW2G1, MW2G2, MW2G3, MW2G4, MW2G5, MW2G6, MW2G7, MW2I1, MW2I2, MW2I3, MW2I4, MW2I5, MW2I6, MW2J1, MW2J2, MW2J3, MW2J4, MW2J5, MW2J6, MW2K1, MW2K4, LW3C1, LW3C2, LW3C3, LW3C6, LW3C9, LW3D, LW3H2, LW3H3, LW3H5, LW3H6, LV9A, LV9B, LV9C, LV9D, LV9E, LV9F, LV9G, LV9H, LV9I3, LV9I6, LV9I9, LV9J, LV9K, LV9L, LV9N2, LV9N3, LV9N5, LV9N6, LV9O, LV9P, MV2E4, MV2E5, MV2E6, MV2E7, MV2E8, MV2E9, MV2F4, MV2F5, MV2F6, MV2F7, MV2F8, MV2F9, MV2G4, MV2G5, MV2G7, MV2G8, MV2G9, MV2I, MV2J, MV2K, MV2L1, MV2L4, MV2L5, MV2L7, MV2L8, MV2L9, MV2M, MV2N, MV2O, MV2P, MV3I7, MV3L8, MV3L9, MV3M, MV3N4, MV3N5, MV3N6, MV3N7, MV3N8, MV3N9, MV3O3, MV3O4, MV3O5, MV3O6, MV3O7, MV3O8, MV3O9, MV3P, MV4, MV5, MV6, MV7, MV8, MV9A, MV9B, MV9C, MV9D1, MV9D2, MV9D3, MV9D4, MV9D5, MV9D7, MV9D8, MV9E1, MV9E2, MV9E3, MV9F1, MV9F2, MV9F3, MV9G1, MV9G2, MV9G3, MV9H1, MV9H2, NV1C2, NV1C3, NV1C4, NV1C5, NV1C6, NV1C7, NV1C8, NV1C9, NV1D, NV1G, NV1H, NV1I2, NV1I3, NV1I4, NV1I5, NV1I6, NV1I7, NV1I8, NV1I9, NV1J, NV1K, NV1L, NV1M, NV1N, NV1O, NV1P, NV2, NU3L6, NU3L7, NU3L8, NU3L9, NU3M, NU3N, NU3O, NU3P, NU4L9, NU4P3, NU4P5, NU4P6, NU4P8, NU4P9, NU5A2, NU5A3, NU5A5, NU5A6, NU5A8, NU5A9, NU5B, NU5C, NU5D, NU5E2, NU5E3, NU5E5, NU5E6, NU5E7, NU5E8, NU5E9, NU5F, NU5G, NU5H, NU5I, NU5J, NU5K, NU5L, NU5M, NU5N, NU5O, NU5P, NU6, NU7D2, NU7D3, NU7D5, NU7D6, NU7D8, NU7D9, NU7H"
